FOM,ticket_id,account_id,contract_id,ticket_creation_date,ticket_close_date,response_time,resolution_time,priority,ticket_subject,status,num_previous_tickets_same_subject
2023-12-01,ticket_7707,account_493,contract_37_1_11,2023-03-01,2023-04-27,2,57,High,issue_4,Open,3
2023-10-01,ticket_1415,account_493,contract_37_1_11,2023-03-08,2023-05-20,2,73,Medium,issue_4,Resolved,4
2024-09-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,2024-08-12,4,61,Low,issue_2,Resolved,0
2024-09-01,ticket_4495,account_493,contract_37_2_4,2024-08-25,2024-09-11,2,17,Medium,issue_2,Open,1
2024-12-01,ticket_4495,account_493,contract_37_2_4,2024-08-25,2024-09-11,2,17,Medium,issue_2,In Progress,2
2024-07-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,,4,61,Low,issue_3,Open,0
2024-08-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,2024-08-12,4,61,Low,issue_3,Pending,1
2024-10-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,2024-08-12,4,61,Low,issue_3,Closed,2
2024-11-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,2024-08-12,4,61,Low,issue_3,Pending,3
2024-11-01,ticket_4495,account_493,contract_37_2_4,2024-08-25,2024-09-11,2,17,Medium,issue_3,Closed,4
2024-12-01,ticket_2637,account_493,contract_37_2_4,2024-06-12,2024-08-12,4,61,Low,issue_4,In Progress,0
2024-10-01,ticket_4495,account_493,contract_37_2_4,2024-08-25,2024-09-11,2,17,Medium,issue_4,In Progress,1
2023-11-01,ticket_8535,account_494,contract_37_1_12,2023-10-15,2023-10-31,2,16,Medium,issue_2,In Progress,0
2023-12-01,ticket_8535,account_494,contract_37_1_12,2023-10-15,2023-10-31,2,16,Medium,issue_2,Pending,1
2024-06-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_1,Pending,0
2024-08-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_1,Open,1
2024-11-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_1,Open,2
2024-07-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_1,Open,3
2024-08-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_1,Resolved,4
2024-11-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_1,Pending,5
2024-10-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_2,Resolved,0
2024-12-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_2,Pending,1
2024-09-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_2,In Progress,2
2024-12-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_2,Closed,3
2024-08-01,ticket_7959,account_494,contract_37_2_5,2024-07-27,,1,83,Critical,issue_2,Resolved,4
2024-09-01,ticket_7959,account_494,contract_37_2_5,2024-07-27,,1,83,Critical,issue_2,In Progress,5
2024-11-01,ticket_7959,account_494,contract_37_2_5,2024-07-27,2024-10-18,1,83,Critical,issue_2,Pending,6
2024-12-01,ticket_7959,account_494,contract_37_2_5,2024-07-27,2024-10-18,1,83,Critical,issue_2,Resolved,7
2024-07-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_3,Pending,0
2024-09-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,2024-06-07,9,38,Medium,issue_3,Open,1
2024-10-01,ticket_7959,account_494,contract_37_2_5,2024-07-27,2024-10-18,1,83,Critical,issue_3,Open,2
2024-05-01,ticket_4127,account_494,contract_37_2_5,2024-04-30,,9,38,Medium,issue_4,Pending,0
2024-10-01,ticket_5554,account_494,contract_37_2_5,2024-06-04,2024-06-18,1,14,Critical,issue_4,In Progress,1
2023-08-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,2023-08-10,11,42,Low,issue_1,Pending,0
2023-09-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,2023-08-10,11,42,Low,issue_2,In Progress,0
2023-11-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,2023-08-10,11,42,Low,issue_2,Closed,1
2023-12-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,2023-08-10,11,42,Low,issue_2,Pending,2
2023-07-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,,11,42,Low,issue_4,Open,0
2023-10-01,ticket_6664,account_495,contract_37_1_13,2023-06-29,2023-08-10,11,42,Low,issue_4,Pending,1
2024-02-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Resolved,0
2024-03-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Pending,1
2024-05-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Open,2
2024-09-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Pending,3
2024-10-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Pending,4
2024-11-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_1,Pending,5
2024-08-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_1,Open,6
2024-09-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_1,Closed,7
2024-11-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_1,Closed,8
2024-08-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_2,In Progress,0
2024-12-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_2,Open,1
2024-04-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_3,In Progress,0
2024-06-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_3,Open,1
2024-10-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_3,Open,2
2024-07-01,ticket_9276,account_495,contract_37_2_6,2024-01-11,2024-02-25,12,45,Low,issue_4,Resolved,0
2024-07-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_4,Resolved,1
2024-12-01,ticket_5713,account_495,contract_37_2_6,2024-06-19,2024-07-25,18,36,Low,issue_4,Pending,2
2023-04-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_1,Pending,0
2023-12-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_1,In Progress,1
2023-07-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_2,In Progress,0
2023-08-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_2,In Progress,1
2023-09-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_2,In Progress,2
2023-09-01,ticket_1382,account_496,contract_37_1_14,2023-08-02,2023-08-21,8,19,Low,issue_2,Pending,3
2023-10-01,ticket_1382,account_496,contract_37_1_14,2023-08-02,2023-08-21,8,19,Low,issue_2,In Progress,4
2023-11-01,ticket_1382,account_496,contract_37_1_14,2023-08-02,2023-08-21,8,19,Low,issue_2,Pending,5
2023-05-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_3,Resolved,0
2023-10-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_3,In Progress,1
2023-11-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_3,Open,2
2023-12-01,ticket_1382,account_496,contract_37_1_14,2023-08-02,2023-08-21,8,19,Low,issue_3,In Progress,3
2023-06-01,ticket_7654,account_496,contract_37_1_14,2023-03-23,2023-04-20,1,28,Critical,issue_4,Pending,0
2023-08-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_1,In Progress,0
2023-12-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_1,Pending,1
2023-11-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_2,In Progress,0
2024-01-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_2,Resolved,1
2023-07-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_3,In Progress,0
2023-10-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_3,Open,1
2023-06-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_4,Closed,0
2023-09-01,ticket_7497,account_498,contract_38_1_2,2023-05-31,2023-06-17,1,17,Critical,issue_4,Resolved,1
2023-09-01,ticket_5754,account_499,contract_38_1_3,2023-08-18,2023-09-02,1,15,Low,issue_1,In Progress,0
2023-12-01,ticket_5754,account_499,contract_38_1_3,2023-08-18,2023-09-02,1,15,Low,issue_2,Open,0
2024-01-01,ticket_5754,account_499,contract_38_1_3,2023-08-18,2023-09-02,1,15,Low,issue_3,Open,0
2023-10-01,ticket_5754,account_499,contract_38_1_3,2023-08-18,2023-09-02,1,15,Low,issue_4,Pending,0
2023-11-01,ticket_5754,account_499,contract_38_1_3,2023-08-18,2023-09-02,1,15,Low,issue_4,Open,1
2021-08-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_1,Open,0
2021-11-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_1,In Progress,1
2021-06-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_2,Pending,0
2021-07-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_4,In Progress,0
2021-09-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_4,In Progress,1
2021-10-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_4,In Progress,2
2021-12-01,ticket_3260,account_5,contract_1_2_5,2021-05-18,2021-06-28,1,41,Critical,issue_4,Open,3
2024-01-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_1,Closed,0
2023-05-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,,1,61,Critical,issue_1,Resolved,1
2023-06-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_2,Open,0
2023-09-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_2,Pending,1
2023-10-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_2,Pending,2
2023-12-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_2,Open,3
2023-08-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_2,In Progress,4
2023-05-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_3,In Progress,0
2023-07-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_3,Closed,1
2023-08-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_3,Pending,2
2023-11-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,2023-05-10,10,56,Low,issue_3,Resolved,3
2023-07-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_3,Open,4
2023-12-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_3,Pending,5
2024-01-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_3,In Progress,6
2024-01-01,ticket_3378,account_500,contract_38_1_4,2023-12-08,2024-01-14,7,37,Medium,issue_3,Open,7
2023-04-01,ticket_7795,account_500,contract_38_1_4,2023-03-15,,10,56,Low,issue_4,In Progress,0
2023-06-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_4,In Progress,1
2023-09-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_4,Pending,2
2023-10-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_4,Resolved,3
2023-11-01,ticket_8524,account_500,contract_38_1_4,2023-04-04,2023-06-04,1,61,Critical,issue_4,In Progress,4
2023-10-01,ticket_2717,account_501,contract_38_1_5,2023-09-15,2023-10-06,1,21,Critical,issue_1,In Progress,0
2023-11-01,ticket_5998,account_501,contract_38_1_5,2023-10-24,,3,61,Medium,issue_1,Resolved,1
2023-11-01,ticket_8885,account_501,contract_38_1_5,2023-09-08,,4,86,High,issue_2,In Progress,0
2023-12-01,ticket_8885,account_501,contract_38_1_5,2023-09-08,2023-12-03,4,86,High,issue_2,In Progress,1
2024-01-01,ticket_8885,account_501,contract_38_1_5,2023-09-08,2023-12-03,4,86,High,issue_2,Open,2
2023-11-01,ticket_2717,account_501,contract_38_1_5,2023-09-15,2023-10-06,1,21,Critical,issue_2,Resolved,3
2023-12-01,ticket_5998,account_501,contract_38_1_5,2023-10-24,2023-12-24,3,61,Medium,issue_3,Open,0
2023-10-01,ticket_8885,account_501,contract_38_1_5,2023-09-08,,4,86,High,issue_4,Resolved,0
2023-12-01,ticket_2717,account_501,contract_38_1_5,2023-09-15,2023-10-06,1,21,Critical,issue_4,Pending,1
2024-01-01,ticket_2717,account_501,contract_38_1_5,2023-09-15,2023-10-06,1,21,Critical,issue_4,In Progress,2
2024-01-01,ticket_5998,account_501,contract_38_1_5,2023-10-24,2023-12-24,3,61,Medium,issue_4,In Progress,3
2023-09-01,ticket_1005,account_503,contract_38_1_7,2023-09-01,,1,70,Critical,issue_1,Closed,0
2023-12-01,ticket_1005,account_503,contract_38_1_7,2023-09-01,2023-11-10,1,70,Critical,issue_1,Open,1
2023-10-01,ticket_6069,account_503,contract_38_1_7,2023-09-05,,6,62,Medium,issue_1,Pending,2
2023-11-01,ticket_6069,account_503,contract_38_1_7,2023-09-05,2023-11-06,6,62,Medium,issue_1,Open,3
2023-11-01,ticket_1005,account_503,contract_38_1_7,2023-09-01,2023-11-10,1,70,Critical,issue_2,Open,0
2024-01-01,ticket_6069,account_503,contract_38_1_7,2023-09-05,2023-11-06,6,62,Medium,issue_2,Open,1
2023-10-01,ticket_1005,account_503,contract_38_1_7,2023-09-01,,1,70,Critical,issue_3,Pending,0
2023-12-01,ticket_6069,account_503,contract_38_1_7,2023-09-05,2023-11-06,6,62,Medium,issue_3,Pending,1
2024-01-01,ticket_1005,account_503,contract_38_1_7,2023-09-01,2023-11-10,1,70,Critical,issue_4,In Progress,0
2023-08-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_1,In Progress,0
2023-12-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_1,Resolved,1
2023-09-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_2,Closed,0
2023-10-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_4,In Progress,0
2023-11-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_4,In Progress,1
2024-01-01,ticket_2792,account_504,contract_38_1_8,2023-07-05,2023-08-17,1,43,Critical,issue_4,Closed,2
2023-05-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_1,Open,0
2023-12-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_1,Resolved,1
2024-01-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_1,Closed,2
2023-08-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_1,Resolved,3
2023-09-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_1,In Progress,4
2024-01-01,ticket_5902,account_505,contract_38_1_9,2023-11-03,2023-12-11,14,38,Low,issue_1,Open,5
2023-08-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_2,Pending,0
2023-11-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_2,Resolved,1
2023-06-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_2,Closed,2
2024-01-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_2,Open,3
2023-04-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_3,In Progress,0
2023-06-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_3,Open,1
2023-09-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_3,Pending,2
2023-05-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_3,Open,3
2023-07-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_3,Pending,4
2023-11-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_3,Open,5
2023-07-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_4,Pending,0
2023-10-01,ticket_8311,account_505,contract_38_1_9,2023-03-10,2023-04-01,9,22,Medium,issue_4,Resolved,1
2023-10-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_4,Resolved,2
2023-12-01,ticket_4139,account_505,contract_38_1_9,2023-04-11,2023-05-11,3,30,High,issue_4,Open,3
2023-12-01,ticket_5902,account_505,contract_38_1_9,2023-11-03,2023-12-11,14,38,Low,issue_4,Closed,4
2023-12-01,ticket_8082,account_507,contract_38_1_11,2023-11-22,2023-12-03,3,11,Medium,issue_1,In Progress,0
2024-01-01,ticket_8082,account_507,contract_38_1_11,2023-11-22,2023-12-03,3,11,Medium,issue_1,In Progress,1
2024-12-01,ticket_4076,account_507,contract_38_2_1,2024-11-03,,1,79,Critical,issue_1,Pending,0
2024-12-01,ticket_2073,account_507,contract_38_2_1,2024-11-03,2024-11-22,13,19,Low,issue_1,Resolved,1
2025-01-01,ticket_2073,account_507,contract_38_2_1,2024-11-03,2024-11-22,13,19,Low,issue_1,Pending,2
2025-01-01,ticket_4076,account_507,contract_38_2_1,2024-11-03,2025-01-21,1,79,Critical,issue_3,Closed,0
2023-08-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_1,Open,0
2023-10-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_1,Pending,1
2023-10-01,ticket_6053,account_508,contract_38_1_12,2023-08-26,2023-09-30,8,35,Medium,issue_1,Resolved,2
2023-06-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_2,Closed,0
2023-07-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_2,Resolved,1
2023-09-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_2,Pending,2
2024-01-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_2,Resolved,3
2024-01-01,ticket_6053,account_508,contract_38_1_12,2023-08-26,2023-09-30,8,35,Medium,issue_2,Pending,4
2023-12-01,ticket_6053,account_508,contract_38_1_12,2023-08-26,2023-09-30,8,35,Medium,issue_3,Closed,0
2023-11-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_4,In Progress,0
2023-12-01,ticket_1465,account_508,contract_38_1_12,2023-05-29,2023-06-06,7,8,Low,issue_4,Resolved,1
2023-09-01,ticket_6053,account_508,contract_38_1_12,2023-08-26,2023-09-30,8,35,Medium,issue_4,Resolved,2
2023-11-01,ticket_6053,account_508,contract_38_1_12,2023-08-26,2023-09-30,8,35,Medium,issue_4,In Progress,3
2023-11-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_1,Pending,0
2023-12-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_1,Closed,1
2023-09-01,ticket_3233,account_509,contract_38_1_13,2023-08-08,2023-09-24,4,47,High,issue_2,Closed,0
2023-10-01,ticket_3233,account_509,contract_38_1_13,2023-08-08,2023-09-24,4,47,High,issue_2,Closed,1
2024-01-01,ticket_3233,account_509,contract_38_1_13,2023-08-08,2023-09-24,4,47,High,issue_2,In Progress,2
2023-11-01,ticket_6121,account_509,contract_38_1_13,2023-10-25,,4,65,High,issue_2,In Progress,3
2023-12-01,ticket_6121,account_509,contract_38_1_13,2023-10-25,2023-12-29,4,65,High,issue_2,Open,4
2024-01-01,ticket_6121,account_509,contract_38_1_13,2023-10-25,2023-12-29,4,65,High,issue_2,Pending,5
2023-08-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_3,Resolved,0
2023-09-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_3,In Progress,1
2023-10-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_3,Open,2
2024-01-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,2023-08-23,8,66,Low,issue_3,Resolved,3
2023-11-01,ticket_3233,account_509,contract_38_1_13,2023-08-08,2023-09-24,4,47,High,issue_3,Open,4
2023-07-01,ticket_4943,account_509,contract_38_1_13,2023-06-18,,8,66,Low,issue_4,In Progress,0
2023-12-01,ticket_3233,account_509,contract_38_1_13,2023-08-08,2023-09-24,4,47,High,issue_4,Pending,1
2023-02-01,ticket_5534,account_51,contract_6_3_1,2023-01-28,,1,65,Critical,issue_1,In Progress,0
2023-05-01,ticket_5534,account_51,contract_6_3_1,2023-01-28,2023-04-03,1,65,Critical,issue_1,Open,1
2023-03-01,ticket_5534,account_51,contract_6_3_1,2023-01-28,,1,65,Critical,issue_3,Resolved,0
2023-04-01,ticket_5534,account_51,contract_6_3_1,2023-01-28,2023-04-03,1,65,Critical,issue_4,In Progress,0
2024-01-01,ticket_1561,account_510,contract_38_1_14,2023-09-11,2023-12-04,10,84,Low,issue_1,Closed,0
2023-12-01,ticket_1561,account_510,contract_38_1_14,2023-09-11,2023-12-04,10,84,Low,issue_2,Pending,0
2023-10-01,ticket_1561,account_510,contract_38_1_14,2023-09-11,,10,84,Low,issue_3,In Progress,0
2023-11-01,ticket_1561,account_510,contract_38_1_14,2023-09-11,,10,84,Low,issue_3,Open,1
2023-05-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_1,Open,0
2023-08-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_1,In Progress,1
2023-09-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,2023-09-21,14,80,Low,issue_1,In Progress,2
2024-01-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,2023-09-21,14,80,Low,issue_1,Pending,3
2023-04-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,,1,46,Critical,issue_2,Pending,0
2023-10-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_2,Resolved,1
2023-11-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_2,Pending,2
2023-11-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,2023-09-21,14,80,Low,issue_2,Pending,3
2023-12-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,2023-09-21,14,80,Low,issue_2,Closed,4
2023-06-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_3,Resolved,0
2024-01-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_3,Resolved,1
2023-10-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,2023-09-21,14,80,Low,issue_3,Pending,2
2023-12-01,ticket_5131,account_511,contract_38_1_15,2023-10-04,2023-10-31,5,27,Medium,issue_3,Resolved,3
2023-07-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_4,Open,0
2023-09-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_4,In Progress,1
2023-12-01,ticket_4314,account_511,contract_38_1_15,2023-03-31,2023-05-16,1,46,Critical,issue_4,Pending,2
2023-08-01,ticket_7233,account_511,contract_38_1_15,2023-07-03,,14,80,Low,issue_4,Pending,3
2023-11-01,ticket_5131,account_511,contract_38_1_15,2023-10-04,2023-10-31,5,27,Medium,issue_4,Pending,4
2024-01-01,ticket_5131,account_511,contract_38_1_15,2023-10-04,2023-10-31,5,27,Medium,issue_4,Open,5
2024-01-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_1,In Progress,0
2023-06-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_2,Closed,0
2023-09-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_2,Pending,1
2023-07-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_3,Open,0
2023-08-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_3,In Progress,1
2023-10-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_3,In Progress,2
2023-12-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_3,In Progress,3
2023-05-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_4,In Progress,0
2023-11-01,ticket_3204,account_512,contract_38_1_16,2023-04-15,2023-05-18,1,33,Critical,issue_4,In Progress,1
2024-05-01,ticket_9514,account_512,contract_38_2_6,2024-03-30,2024-05-30,5,61,Low,issue_1,In Progress,0
2024-12-01,ticket_7215,account_512,contract_38_2_6,2024-09-13,2024-11-10,3,58,High,issue_1,Open,1
2025-01-01,ticket_9034,account_512,contract_38_2_6,2024-10-24,2024-11-26,8,33,Medium,issue_1,In Progress,2
2024-06-01,ticket_9514,account_512,contract_38_2_6,2024-03-30,2024-05-30,5,61,Low,issue_2,In Progress,0
2024-08-01,ticket_9514,account_512,contract_38_2_6,2024-03-30,2024-05-30,5,61,Low,issue_2,In Progress,1
2024-09-01,ticket_9514,account_512,contract_38_2_6,2024-03-30,2024-05-30,5,61,Low,issue_2,In Progress,2
2024-11-01,ticket_7215,account_512,contract_38_2_6,2024-09-13,2024-11-10,3,58,High,issue_2,Open,3
2024-12-01,ticket_9034,account_512,contract_38_2_6,2024-10-24,2024-11-26,8,33,Medium,issue_2,Resolved,4
2024-07-01,ticket_9514,account_512,contract_38_2_6,2024-03-30,2024-05-30,5,61,Low,issue_3,Open,0
