FOM,contract_id,MOC,POC,usage_score,support_score,activity_score,score_y_c,ischr,score_final,score_final_b,support_score_label,usage_score_label,activity_score_label,account_id,number_contract,industry,business_size,annual_revenue,has_product_1,has_product_2,has_product_3,has_product_4,has_product_5,contract_acv,per_product,pre_contract_value_change_pct,age_at_contract,num_pre_contract,first_contract_value_change_pct,group,group_des,acv_label,clv_contract,clv_contract_with_churn,customer_lifespan_contract,final_status,stage,stage_at_moc12
6/1/2022,contract_4_3_2,3,0.25,-0.666666667,0,0.5,0.86,0,0.000579519,0,0,risky,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,adoption,expansion
7/1/2022,contract_4_3_2,4,0.333333333,-0.333333333,0.125,0,0.86,0,0.415586352,0,healthy,risky,0,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,renewal,expansion
8/1/2022,contract_4_3_2,5,0.416666667,0,0.125,0,0.86,0,0.617284,1,healthy,normal,0,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,risky,expansion
9/1/2022,contract_4_3_2,6,0.5,-0.166666667,0.25,0.625,0.86,0,6.26E-05,0,healthy,risky,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,renewal,expansion
10/1/2022,contract_4_3_2,7,0.583333333,-0.5,0.375,0.625,0.86,0,0.000569601,0,healthy,risky,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,renewal,expansion
11/1/2022,contract_4_3_2,8,0.666666667,-0.5,0.375,0.625,0.86,0,0.004520093,0,healthy,risky,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,renewal,expansion
12/1/2022,contract_4_3_2,9,0.75,-0.166666667,0.5,0,0.86,0,0.949397206,1,healthy,risky,0,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,risky,expansion
1/1/2023,contract_4_3_2,10,0.833333333,-0.166666667,0.5,0,0.86,0,0.963215828,1,healthy,risky,0,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,risky,expansion
2/1/2023,contract_4_3_2,11,0.916666667,-0.166666667,0.625,0.625,0.86,0,0.009818074,0,healthy,risky,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,renewal,expansion
3/1/2023,contract_4_3_2,12,1,0.5,0.625,0.625,0.86,0,0.004693674,0,healthy,healthy,healthy,account_34,3,Finance,Small,4.51,1,0,1,0,1,43650,0.6,-0.071276596,25,2,-7.127659574,7,rnew_next_s,S,43650,20676,3,renewal,expansion,expansion
4/1/2023,contract_4_4_1,1,0.083333333,-0.5,0,0,0.9,1,0.908809125,1,0,risky,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
5/1/2023,contract_4_4_1,2,0.166666667,0.166666667,0,0,0.9,1,0.972473621,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
6/1/2023,contract_4_4_1,3,0.25,-0.166666667,0,-0.5,0.9,1,0.983468294,1,0,risky,risky,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
7/1/2023,contract_4_4_1,4,0.333333333,0.333333333,0,0,0.9,1,0.979033768,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
8/1/2023,contract_4_4_1,5,0.416666667,-0.166666667,0,0,0.9,1,0.91518563,1,0,risky,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
9/1/2023,contract_4_4_1,6,0.5,0.5,0,0,0.9,1,0.965452611,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
10/1/2023,contract_4_4_1,7,0.583333333,-0.166666667,0,0,0.9,1,0.923182726,1,0,risky,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
11/1/2023,contract_4_4_1,8,0.666666667,-0.166666667,0,0,0.9,1,0.927699625,1,0,risky,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
12/1/2023,contract_4_4_1,9,0.75,-0.833333333,0,0,0.9,1,0.952942729,1,0,risky,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
1/1/2024,contract_4_4_1,10,0.833333333,0.666666667,0,0,0.9,1,0.941013873,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
2/1/2024,contract_4_4_1,11,0.916666667,0.666666667,0,0,0.9,1,0.946791828,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
3/1/2024,contract_4_4_1,12,1,0.333333333,0,0,0.9,1,0.974361241,1,0,healthy,0,account_34,4,Finance,Small,4.51,1,0,1,0,1,43650,0.6,0,37,3,-7.127659574,5,rnew_chr,S,43650,20676,4,risky,risky,risky
4/1/2022,contract_28_1_5,1,0.083333333,-0.333333333,0,-0.375,0.39,1,0.4489806,0,0,risky,risky,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,adoption,risky
5/1/2022,contract_28_1_5,2,0.166666667,-0.333333333,0,0.125,0.39,1,0.365751803,0,0,risky,healthy,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,adoption,risky
6/1/2022,contract_28_1_5,3,0.25,0.333333333,0,0,0.39,1,0.608248949,1,0,healthy,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,adoption,risky
7/1/2022,contract_28_1_5,4,0.333333333,-0.666666667,0,0,0.39,1,0.83921355,1,0,risky,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
8/1/2022,contract_28_1_5,5,0.416666667,0.333333333,0,0.25,0.39,1,0.343362451,0,0,healthy,healthy,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,renewal,risky
9/1/2022,contract_28_1_5,6,0.5,0.333333333,0,0,0.39,1,0.676032126,1,0,healthy,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
10/1/2022,contract_28_1_5,7,0.583333333,0.833333333,0,0,0.39,1,0.734567046,1,0,healthy,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
11/1/2022,contract_28_1_5,8,0.666666667,-0.166666667,0,0,0.39,1,0.615433812,1,0,risky,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
12/1/2022,contract_28_1_5,9,0.75,0.166666667,0,0.375,0.39,1,0.368031949,0,0,healthy,healthy,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,renewal,risky
1/1/2023,contract_28_1_5,10,0.833333333,-0.5,0,0,0.39,1,0.785785854,1,0,risky,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
2/1/2023,contract_28_1_5,11,0.916666667,-0.166666667,0,0,0.39,1,0.669619024,1,0,risky,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
3/1/2023,contract_28_1_5,12,1,0.5,0.25,0,0.39,1,0.796457887,1,healthy,healthy,0,account_340,1,Finance,Small,1.67,1,0,1,1,1,51700,0.8,0,1,0,,1,new_chr,M,51700,46530,1,risky,risky,risky
4/1/2022,contract_28_1_6,1,0.083333333,0.5,0,0,0.16,1,0.546619296,1,0,healthy,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,adoption,renewal
5/1/2022,contract_28_1_6,2,0.166666667,0,0,0,0.16,1,0.430722713,0,0,normal,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,adoption,renewal
6/1/2022,contract_28_1_6,3,0.25,0.166666667,0,-0.375,0.16,1,0.508792102,1,0,healthy,risky,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,adoption,renewal
7/1/2022,contract_28_1_6,4,0.333333333,0.166666667,0,0,0.16,1,0.417884976,0,0,healthy,normal,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
8/1/2022,contract_28_1_6,5,0.416666667,0.166666667,0,0,0.16,1,0.439733386,0,0,healthy,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
9/1/2022,contract_28_1_6,6,0.5,0.166666667,0,0,0.16,1,0.439733386,0,0,healthy,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
10/1/2022,contract_28_1_6,7,0.583333333,-0.833333333,0,0,0.16,1,0.233121246,0,0,risky,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
11/1/2022,contract_28_1_6,8,0.666666667,-0.166666667,0,0,0.16,1,0.457407415,0,0,risky,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
12/1/2022,contract_28_1_6,9,0.75,0,0,0,0.16,1,0.518096924,1,0,normal,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,risky,renewal
1/1/2023,contract_28_1_6,10,0.833333333,0.166666667,0,0,0.16,1,0.454362959,0,0,healthy,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
2/1/2023,contract_28_1_6,11,0.916666667,-0.166666667,0,0,0.16,1,0.483222097,0,0,risky,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
3/1/2023,contract_28_1_6,12,1,-0.333333333,0,0,0.16,1,0.471226007,0,0,risky,0,account_341,1,Tech,Small,3.71,1,1,1,0,1,47000,0.8,0,1,0,,1,new_chr,S,47000,42300,1,risky,renewal,renewal
4/1/2022,contract_28_1_7,1,0.083333333,0.666666667,0,0,0.67,1,0.763243616,1,0,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,adoption,risky
5/1/2022,contract_28_1_7,2,0.166666667,-0.166666667,0,0,0.67,1,0.750736773,1,0,risky,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,adoption,risky
6/1/2022,contract_28_1_7,3,0.25,0.5,0,0,0.67,1,0.775091231,1,0,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,adoption,risky
7/1/2022,contract_28_1_7,4,0.333333333,-0.166666667,0.125,0,0.67,1,0.7958287,1,healthy,risky,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
8/1/2022,contract_28_1_7,5,0.416666667,0.166666667,0.625,0,0.67,1,0.961361289,1,healthy,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
9/1/2022,contract_28_1_7,6,0.5,0.166666667,0.875,0,0.67,1,0.911751986,1,healthy,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
10/1/2022,contract_28_1_7,7,0.583333333,-0.166666667,1,0,0.67,1,0.978403449,1,healthy,risky,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
11/1/2022,contract_28_1_7,8,0.666666667,0.5,1,0,0.67,1,0.796000242,1,healthy,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
12/1/2022,contract_28_1_7,9,0.75,0.166666667,1,0,0.67,1,0.871009588,1,healthy,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
1/1/2023,contract_28_1_7,10,0.833333333,-0.166666667,1,0,0.67,1,0.968766391,1,healthy,risky,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
2/1/2023,contract_28_1_7,11,0.916666667,0.5,1,-0.375,0.67,1,0.992871702,1,healthy,healthy,risky,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
3/1/2023,contract_28_1_7,12,1,0.166666667,1,0,0.67,1,0.922605217,1,healthy,healthy,0,account_342,1,Manufacturing,Large,103.19,1,1,0,1,1,155100,0.8,0,1,0,,1,new_chr,L,155100,139590,1,risky,risky,risky
4/1/2022,contract_28_1_8,1,0.083333333,-0.666666667,0,-0.375,0.88,0,0.486695856,0,0,risky,risky,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,adoption,renewal
5/1/2022,contract_28_1_8,2,0.166666667,-0.333333333,0.125,0,0.88,0,0.324769318,0,healthy,risky,0,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,adoption,renewal
6/1/2022,contract_28_1_8,3,0.25,0,0.25,-0.125,0.88,0,0.124765091,0,healthy,normal,risky,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,adoption,renewal
7/1/2022,contract_28_1_8,4,0.333333333,0,0.25,0,0.88,0,0.36301735,0,healthy,normal,normal,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
8/1/2022,contract_28_1_8,5,0.416666667,-0.166666667,0.375,0,0.88,0,0.509758472,1,healthy,risky,0,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,risky,renewal
9/1/2022,contract_28_1_8,6,0.5,-0.166666667,0.25,0,0.88,0,0.36277163,0,healthy,risky,0,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
10/1/2022,contract_28_1_8,7,0.583333333,0.5,0.375,0.125,0.88,0,0.439626753,0,healthy,healthy,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
11/1/2022,contract_28_1_8,8,0.666666667,-0.5,0.375,0.625,0.88,0,0.013716178,0,healthy,risky,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
12/1/2022,contract_28_1_8,9,0.75,0.333333333,0.375,0.625,0.88,0,0.012374165,0,healthy,healthy,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,expansion,renewal
1/1/2023,contract_28_1_8,10,0.833333333,-0.166666667,0.5,0.875,0.88,0,0.001367196,0,healthy,risky,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
2/1/2023,contract_28_1_8,11,0.916666667,-0.5,0.5,0.875,0.88,0,0.004184544,0,healthy,risky,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
3/1/2023,contract_28_1_8,12,1,-0.5,0.5,0.875,0.88,0,0.003116103,0,healthy,risky,healthy,account_343,1,Retail & E-commerce,Small,1.68,1,1,0,1,1,51700,0.8,0,1,0,,2,new_next_l,M,51700,46530,1,renewal,renewal,renewal
4/1/2023,contract_28_2_1,1,0.083333333,-0.333333333,0,0,0.61,1,0.89342463,1,0,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
5/1/2023,contract_28_2_1,2,0.166666667,0,0,0,0.61,1,0.802120805,1,0,normal,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
6/1/2023,contract_28_2_1,3,0.25,-0.333333333,0,0,0.61,1,0.839769065,1,0,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,adoption,risky
7/1/2023,contract_28_2_1,4,0.333333333,0.333333333,0,-0.375,0.61,1,0.854520917,1,0,healthy,risky,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
8/1/2023,contract_28_2_1,5,0.416666667,-0.166666667,0,0,0.61,1,0.800157785,1,0,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
9/1/2023,contract_28_2_1,6,0.5,-0.166666667,-0.375,0,0.61,1,0.883099198,1,risky,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
10/1/2023,contract_28_2_1,7,0.583333333,-0.5,-0.375,0,0.61,1,0.855910957,1,risky,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
11/1/2023,contract_28_2_1,8,0.666666667,-0.166666667,-0.125,-0.125,0.61,1,0.877857029,1,risky,risky,risky,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
12/1/2023,contract_28_2_1,9,0.75,0,-0.125,0,0.61,1,0.880445182,1,risky,normal,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
1/1/2024,contract_28_2_1,10,0.833333333,-0.166666667,-0.125,0,0.61,1,0.889137268,1,risky,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
2/1/2024,contract_28_2_1,11,0.916666667,-0.166666667,-0.25,0,0.61,1,0.933844686,1,risky,risky,0,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
3/1/2024,contract_28_2_1,12,1,-0.166666667,-0.125,0,0.61,1,0.959422529,1,risky,risky,normal,account_343,2,Retail & E-commerce,Small,1.68,0,1,0,1,1,38800,0.6,-0.249516441,13,1,-24.9516441,5,rnew_chr,S,38800,18379,2,risky,risky,risky
4/1/2022,contract_28_1_9,1,0.083333333,-0.333333333,0,-0.375,0.29,0,0.228624851,0,0,risky,risky,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,adoption,renewal
5/1/2022,contract_28_1_9,2,0.166666667,0,0,-0.125,0.29,0,0.117562167,0,0,normal,risky,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,adoption,renewal
6/1/2022,contract_28_1_9,3,0.25,-0.166666667,0,0,0.29,0,0.385419935,0,0,risky,normal,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,adoption,renewal
7/1/2022,contract_28_1_9,4,0.333333333,0.166666667,0,0,0.29,0,0.324570626,0,0,healthy,normal,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,renewal,renewal
8/1/2022,contract_28_1_9,5,0.416666667,0.5,0,0.125,0.29,0,0.046747901,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
9/1/2022,contract_28_1_9,6,0.5,0.833333333,0,0.375,0.29,0,0.003207827,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
10/1/2022,contract_28_1_9,7,0.583333333,0.166666667,0,0.625,0.29,0,6.84E-05,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
11/1/2022,contract_28_1_9,8,0.666666667,0.166666667,0,0.625,0.29,0,0.000285629,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
12/1/2022,contract_28_1_9,9,0.75,0.833333333,0,0.625,0.29,0,0.000175434,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
1/1/2023,contract_28_1_9,10,0.833333333,0.5,0,0,0.29,0,0.260585248,0,0,healthy,0,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,renewal,renewal
2/1/2023,contract_28_1_9,11,0.916666667,0.5,0,0.625,0.29,0,0.000125981,0,0,healthy,healthy,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,expansion,renewal
3/1/2023,contract_28_1_9,12,1,0.166666667,0,0,0.29,0,0.35519293,0,0,healthy,0,account_344,1,Healthcare,Large,65.57,1,1,0,1,1,155100,0.8,0,1,0,,4,new_next_h,L,155100,139590,1,expansion,renewal,renewal
4/1/2023,contract_28_2_2,1,0.083333333,0,0,0,0.48,1,0.865736187,1,0,normal,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
5/1/2023,contract_28_2_2,2,0.166666667,0,0,0,0.48,1,0.852313697,1,0,normal,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
6/1/2023,contract_28_2_2,3,0.25,0.666666667,0,-0.25,0.48,1,0.73200649,1,0,healthy,risky,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
7/1/2023,contract_28_2_2,4,0.333333333,0,0,0,0.48,1,0.845058262,1,0,normal,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
8/1/2023,contract_28_2_2,5,0.416666667,-1,0,0,0.48,1,0.828810632,1,0,risky,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
9/1/2023,contract_28_2_2,6,0.5,0.333333333,0,0,0.48,1,0.852974892,1,0,healthy,normal,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
10/1/2023,contract_28_2_2,7,0.583333333,0.333333333,0,0,0.48,1,0.874395192,1,0,healthy,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
11/1/2023,contract_28_2_2,8,0.666666667,0.5,0,0,0.48,1,0.855526626,1,0,healthy,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
12/1/2023,contract_28_2_2,9,0.75,0.166666667,0,0,0.48,1,0.879285038,1,0,healthy,0,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
1/1/2024,contract_28_2_2,10,0.833333333,-0.5,0,0,0.48,1,0.878783524,1,0,risky,normal,account_344,2,Healthcare,Large,65.57,1,1,1,1,1,162000,1,0.044487427,13,1,4.448742747,5,rnew_chr,L,162000,76737,2,risky,risky,risky
